IdProducto	DescProducto	Conjunto	Familia
@80896	CERA TEKNO PASTA ROJA 3.785L	QUIMICOS PISOS MADERA NATURAL	ASEO
@309818	BUSHING PVC-P RI 3/4 X1/2	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@2542056	QUITASL2.7M SHANGHAI AL/UV50RJ	QUITASOLES CON MANILLA	AIRE LIBRE
@1576127	LIS KANT MIRAFLORES 4.8X40.	LISTELOS BANOS	PISOS
@2707896	REPOSERA PLEGABLE RELAX 2X1 BL	REPOSERAS DE PLAYA	AIRE LIBRE
@2368986	AUDIFONOS CON MICROFONO	AUDIFONOS	CASA INTELIGENTE
@1867946	EQ ENT PL POST 38	ACTIVACION	CASA INTELIGENTE
@2219220	ESPATULA 3 8CM D/ACER	ESPATULAS/LLANAS	PINTURA Y ACCESORIOS
@2141094	IO PIS 45X45 2.03 ACACIA MRFIL	MARMOLADOS Y LISOS BRILLANTES/MARMOLEADOS	PISOS
@2051001	IO LAMP COLG RATTAN NEWPORT	COLGANTES RUSTICAS	ILUMINACION Y VENTILADORES
@114846X	COLGADOR C/FALDA MADERA NATURA.	COLGADORES DE MADERA	ORGANIZACIÓN
@2087537	TAPON 3/4 HEMBRA CR	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@2521946	MACETA ESTANDAR 30 TERRACOTA	MACETEROS CERAMICA	JARDIN
@2436337	SECA ELE 4GWED4900YQ 15K BL	SECADORAS	LINEA BLANCA Y CLIMATIZACION
@2369397	SBL-O-GUANTE CUERO PROF XL	GUANTES	JARDIN
@2366614	MO 30X30 MARB MIX	VIDRIO	PISOS
@1571443	MONOMANDO LAVATORIO EDGE	MONOMANDOS LAVATORIOS/LAVABOS BAJOS	BANOS Y COCINAS
@2440997	COJIN CE ECRU 45X45 BASICO HC	COJINES DECORATIVOS	AIRE LIBRE
@43605	DESARMADOR CRUZ N1X100MM RUBIC	ATORNILLADOR CRUZ	HERRAMIENTAS Y MAQUINARIAS
@1734946	TOMA TV ST MAR	PLACAS ARMADAS COLOR	ELECTRICIDAD
@1213644	TOMA UNIVER DOBLE+T SIN PLACA	PLACAS ARMADAS COLOR	ELECTRICIDAD
@119911	CORRED CAJON 14-350MM X2U NG.	CORREDERA BASICA RODAMIENTO SBP	FERRETERIA
@2575515	O-SBL OCEAN 133X195 CM AM	ALFOMBRAS / TAPETES HEAT SET	DECORACION
@1852574	SILLON AUTOMOVIL	SILLAS Y SILLONES PC	MUEBLES
@1852485	LISTELO SL 8X44 CELINE BEIGE	LISTELOS BANOS	PISOS
@2483548	JARRA TERMO 1LT ROJO	TERMOS LIQUIDO	MENAJE
@2339293	SB MUG BUBBA SURTIDO 3 COLORES	TERMOS LIQUIDO	MENAJE
@1753525	VINIL AUTODHESIVO VACK013	AUTOADHESIVOS DECORATIVOS	DECORACION
@2499991	SBL ESPONJA GRANITO	ESPONJAS/ ESPONJILLAS/ LANAS	ASEO
@2259966	LAMPARA DE MESA RENNES 1 LUZ	MESA CERAMICA	ILUMINACION Y VENTILADORES
@2261960	ESTANTE MONT AIRE CHO 100X20CM	MONTADOS AL AIRE	ORGANIZACIÓN
@350397	FLUORESCENTE LINEAL TLD 36W/54.	TUBOS RECTOS	ILUMINACION Y VENTILADORES
@1953893	PE BASE 1P 30X70X58GLC158/4CAPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@2258439	CORT ENR DIA/NOCHE NG 80X165	ENROLLABLES TELA DIA/NOCHE	DECORACION
@141268X	ORGANIZADO PLEGABLE REDLINE	ORGANIZADOR	HERRAMIENTAS Y MAQUINARIAS
@2503662	LONCHERA AVENGERS	MENAJE INFANTIL	MENAJE
@2007304	ZOC CES LISO BEIGE 7.5X60	TACOS CERAMICOS	PISOS
@2622122	ADH BONA BELT 3HP 250MM	 ADH PULIDORAS DE PISOS DE MADERA	ALQUILER DE HERRAMIENTAS
@1984500	"REDUCC.1 1/4"" X 3/4 AGUA P/R"	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@17493	ALMOHADA QUEEN FIRME.	ALM RELLENO SINTETICO	DECORACION
@2710412	"CORREDERA TL DUCASSE PUSH 18"""	CORREDERAS TELESCOPICAS	FERRETERIA
@3106837	SET 8 PANOS DE MICROFIBRA	ASEO INTERIOR	ACCESORIOS AUTOMOVILES
@1013025	STUCCAR BLANCO GL	TEXTURAS Y  ESTUCOS	PINTURA Y ACCESORIOS
@2579421	PSO 60X60 BETON BEIGE BR 1.44	GRES LISOS	PISOS
@1649590	COCINA GAS 20 PUNTA SAL INOX	COCINA / ESTUFAS PISO A GAS 4 PLATOS	LINEA BLANCA Y CLIMATIZACION
@1721038	DREMEL MULTIPRO 3000 KIT/EJE	MULTIPROPOSITO	HERRAMIENTAS Y MAQUINARIAS
@1315234	PP PEGAMENTO ASFALTICO 1L. VINILOS CAUCHO	 PVC	PISOS
@2632314	BATEA DALIA 11 LT VDE CLAR	LAVATORIOS/BATEAS PLASTICAS/PONCHERAS	ASEO
@2605759	SB BONSAI BLANCO	PLANTAS	JARDIN
@2545179	MEL 18MM 1.83X2.50M CONCRETO	MELAMINAS DISENO	MADERA Y TABLEROS
@2099438	SBL EXT UNIVERSAL 2M 2T 2USB	DOMESTICAS	ELECTRICIDAD
@2529882	BALANZA DE COCINA 5KG	UTENSILIOS DE COCINA DE ACERO	MENAJE
@1465791	LIBRERO COFFEE 89X40X185.5	ESTANTES MADERA OFICINA	MUEBLES
@345334	"REDUC DESAGUE 2X1.1/2"" GRIS"	FITTINGS/CONEXIONES PVC SANITARIOS	PLOMERIA / GASFITERIA
@2285231	IO-MOCHIRUEDAS MICKEY	MENAJE INFANTIL	MENAJE
@2245396	MWO OSTER OGY3701 20L INOX	HORNOS MICROONDAS	LINEA BLANCA Y CLIMATIZACION
@2067552	ARBOL BAVARIA 2.1M BLANCO	ARBOLES SIN LUCES	TEMPORADA
@1755560	PE MARMOL CREMA MARFIL	INST CUBIERTA COCINA GRANITO B3	BANOS Y COCINAS
@1020846	INTERRUPT T/ENGRAM 3X100A TIC.	TRIFASICOS/TRIPOLAR	ELECTRICIDAD
@154911	ESCUADRA PROFESIONAL 305MM/12´.	MEDICION DE ANGULOS	HERRAMIENTAS Y MAQUINARIAS
@2258307	PACKX2 TERMO LIQ 14OZ	TERMOS LIQUIDO	MENAJE
@1730193	SPRAY AUTO CALIPER ROJO	AUTOMOTRIZ	PINTURA Y ACCESORIOS
@2061333	VISITA GASFITERI BOMBAS TANQUE	INST TANQUES ELEVADOS	PLOMERIA / GASFITERIA
@2057409	IO ADO VIDRIO NUDO 12CM VERDE	FLOREROS	DECORACION
@186589	DADO INTERRUPTOR LIGHT 1M.	MODULOS COLOR	ELECTRICIDAD
@1378694	CERR EMB PRINC ONDA IZQ	CERRADURAS DE EMBUTIR ACERO INOXIDABLE	FERRETERIA
@1045601	ANCLAJE PARED HUECA 1/8-L 2UN.	PERNOS ANCLAJE/BROCAS	FERRETERIA
@202084X	TALADRO PERC INAL GSB18 VE2 LI	TALADROS INALAMBRICOS PERCUTORES	HERRAMIENTAS Y MAQUINARIAS
@1979876	ORGANIZ CAJONES 3.75-2-6.5	ORGANIZADORES DE CUBIERTOS	ORGANIZACIÓN
@156299	PRENSA C - 2P	PRENSAS	HERRAMIENTAS Y MAQUINARIAS
@139679X	SERVILLETERO STD A INOX	SERVILLETEROS	MENAJE
@2510685	FOCO LED G9 2.6W LC	LED BIPIN (G9/G4)	ILUMINACION Y VENTILADORES
@1697285	TOALLA BANO GRIS 75X140 650GR.	TOALLAS DE PLAYA	DECORACION
@2363127	CORTINA GAL MARR 1.40X2.20	CORTINA DE VELO HOGAR	DECORACION
@1951491	PE BASE 2C1C60X70_BELO918/4CPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@172871	AUT HEX S/ARAND 10X5/8 100UN.	ROSCALATAS	FERRETERIA
@2917440	SETX3 ESFERAS 6CM COL GARDEN	ADORNOS COLGAR PLASTICO	TEMPORADA
@2377128	TAL INAL PERC 12V GSB1200	TALADROS INALAMBRICOS PERCUTORES	HERRAMIENTAS Y MAQUINARIAS
@2495708	FERT LIQ. FLOR ACIDAS 450 CC	FERTILIZANTES FLORES	JARDIN
@246392X	ENROLLADO DE POLLO X 80GR	SNACKS Y COMIDA HUMEDA PERROS	JARDIN
@2374323	SET X 2 BOWLS 250CC FROZEN	MENAJE INFANTIL	MENAJE
@334995	ARMELLA EN L 12X3/4 X6 NIQ	CANCAMOS Y TORNILLOS ESCUADRAS	FERRETERIA
@2056402	SALVAVIDAS INFANTIL HASTA 13KG	ACCESORIOS DE BUCEO Y NATACIO	AIRE LIBRE
@2389789	PE GRANITO BL DALLAS 65CM PROF	INST CUBIERTA BANO GRANITO B3	BANOS Y COCINAS
@2662949	ROP MALAGA 11P1C 157X47X181	CLOSETS /ROPEROS MADERA	MUEBLES
@2099896	SET GANCHOS X5 ACERO INOXIDABL	ACCESORIOS Y REPUESTOS BBQ	AIRE LIBRE
@2027909	SBL PUERTA MEDITERRANEA 75CM	PUERTAS INTERIOR RUTEADAS	PUERTAS/VENTANAS/MOLDURAS
@1901354	UHU CONTAC STICK 20 GR	ADHESIVO ESPECIALIDADES	PINTURA Y ACCESORIOS
@524891	PEINE 12P TRIFASICO INT T/RIEL.	ACCESORIOS TABLEROS Y MEDIDORES	ELECTRICIDAD
@2085216	MEL 18MM 2.13X2.44M ARCOIRIS	MELAMINAS DISENO	MADERA Y TABLEROS
@2429462	ANG L ALU BARN BLAN 15X10 X1MT	OTROS ACCESORIOS PARA MUEBLES	FERRETERIA
@1984470	"REDUCC. 1"" X 1/2"" AGUA P/R"	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@2063042	LAMP COCINA VEURNE	COLGANTES TULIPA ABIERTA	ILUMINACION Y VENTILADORES
@1972871	PACK X 5 CERCOS 1MT PINO GUARD	REJAS Y PORTONES	FERRETERIA
@392499	FILTRO HAYWARD 21 PULG.	FILTROS PISCINA	PLOMERIA / GASFITERIA
@2917238	SETX3 BRILLANTE DOR 9CM GARDEN	ADORNOS COLGAR PLASTICO	TEMPORADA
@1622366	SPC RESPALDAR RACING NEGRO	FUNDAS PARA ASIENTOS	ACCESORIOS AUTOMOVILES
@2657090	SBL PANO MICROF X10 KLEINE	PANOS	ASEO
@2666987	DUC MEZ MEMPHIS 8 ROCD CIR	MEZCLADORA DE DUCHA/REGADERA	BANOS Y COCINAS
@2617358	COMODA DENVER INF 95X47X74	CLOSETS /ROPEROS MADERA	MUEBLES
@2048493	PERSIANA PVC VERDE 120X165CM	PERSIANAS HORIZONTALES PVC	DECORACION
@171840	TIRAFON HEX 1/4X2 ZINC 2UN.	TIRAFONDOS/TORNILLO HEXAGONAL	FERRETERIA
@2514192	PERILLA 29MM BR ENV 2640C	TIRADORES/JALADERAS BRONCE	FERRETERIA
@420581	BROCA CONCR SDS 16X120MM BAUKER	BROCA TIPO SDS PLUS	HERRAMIENTAS Y MAQUINARIAS
@399418	HOZ DENTADA PROFESIONAL SERRUCHOS	 SIERRAS Y HOZ	JARDIN
@2389460	INTERRUPTERMOMAG 2X63A RD GE	BIFASICOS/BIPOLAR	ELECTRICIDAD
@2633531	CUOTA INICIAL VEP ENTEL 309	ACTIVACION	CASA INTELIGENTE
@1070320	COC EMP KLIMATIC GLASSY 4H/SPE	ANAFES/ENCIMERAS-CUBIERTAS/PARRILLA GAS ACERO INOX	LINEA BLANCA Y CLIMATIZACION
@2287854	TOP 1 OFICINAS 1-49	ADH CONTENEDORES SUBARRIENDO	ALQUILER DE HERRAMIENTAS
@2137909	FRAGUA 1KG PORCLN ESPC SUPER B	FRAGUE/PASTINA/BOQUILLAS/REJUNTE	PISOS
@2002019	BOTA DWALT EQUALIZER 37-T4.5	ZAPATOS CUERO CON PROTECCION	FERRETERIA
@379557	BOTA BELFAST IMPERMEABLE T41	ZAPATOS CUERO CON PROTECCION	FERRETERIA
@1637657	COC EMP CRYS 5G-70 PPQ716B91V	ANAFES/ENCIMERAS-CUBIERTAS/PARRILLAS GAS CRISTAL	LINEA BLANCA Y CLIMATIZACION
@2044307	SBL POETT PRIM1.80-POWERGEL930	QUIMICOS PISOS LIMPIADORES Y DESINFECTANTE	ASEO
@1593447	SE ALUM CURV SALA DE ESP 15X15.	SENALES/SENALIZADORES	FERRETERIA
@504394	"PUNTA DIAMANTADA CONICA 5/64"""	INDIVIDUAL MULTIPRO	HERRAMIENTAS Y MAQUINARIAS
@2206641	FRAGUA 1KG SUPER PORCLN SUPER	FRAGUE/PASTINA/BOQUILLAS/REJUNTE	PISOS
@169447	STOVE BOLT RED 3/16X1 5UN	ROSCALATAS	FERRETERIA
@2622149	ADH BONA EDGE 178MM	 ADH PULIDORAS DE PISOS DE MADERA	ALQUILER DE HERRAMIENTAS
@2481405	BALANZA C/VISOR LCD NG	PESA / BASCULA MECANICA	DECORACION
@1244590	PE PTA MUR VID AR PER AL 30X55.PUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@2263416	SILLA BAR NEG/BLANCO ACOLCH	SILLAS BAR	MUEBLES
@2267802	KIT DVR 8 CANALES / 4 CAMARAS	SISTEMAS VIDEOSEGURIDAD ALAMBRICOS	CASA INTELIGENTE
@2282895	PE BALD OMNI 9.90X9.90 POMPEYA	PIEDRAS ESPESOR SIN CALIBRAR	PISOS
@19977X	SUMERG PEDROLLO TOP 1 0.33HP	SUMERGIBLES	PLOMERIA / GASFITERIA
@2703483	MONOMANDO DE COCINA IN 938 EXT	MONOMANDO LAVAPLATOS/TARJA MUEBLE	BANOS Y COCINAS
@208449X	JUEGO DE DUCHA 3 FUNC C/B	TELEDUCHAS/DUCHADORES/MANERALES/REGADERA TELEFONO	BANOS Y COCINAS
@1265032	LAMP COLG LARA 3L E27	COLGANTES NIQUEL	ILUMINACION Y VENTILADORES
@246909X	SB DESTAPADOR UNIVERSAL WC	DRENAJES MECANICOS	PLOMERIA / GASFITERIA
@2513927	PERILLA ABS 29MM MAGENT BR	TIRADORES/JALADERAS PLASTICOS/ACRILICOS	FERRETERIA
@2338521	ALF STELLAR ROJO 60X110	ALFOMBRAS / TAPETES HEAT SET	DECORACION
@221058	ALAMBRE TW 14AWG AZUL X100M.	POR ROLLO	ELECTRICIDAD
@1211455	CULTIVADOR ALUMINIO.	CULTIVADOR/DESMALEZADOR/ESCARDILLO	JARDIN
@1043544	ABRAZ 1 OREJA SAP 1   X 25	ABRAZADERAS	PLOMERIA / GASFITERIA
@2724359	MODUS MARF TOMA DOB UNIV + T	PLACAS ARMADAS BLANCAS	ELECTRICIDAD
@2027933	SBL PUERTA MEDITERRANEA 90CM	PUERTAS INTERIOR RUTEADAS	PUERTAS/VENTANAS/MOLDURAS
@267758X	SBL BALDE CALAVERA HALLOWEEN	VASOS Y COPAS ACRIL/MELAM	MENAJE
@2118335	REPOSERA PLEGABLE AZUL	REPOSERAS DE PLAYA	AIRE LIBRE
@2599821	FRASCO 1L TRANSPARENTE	CONSERVADORES GRANEL	MENAJE
@2517833	JGO SAB 400HILOS QUEEN CREMA	SABANAS LISAS ALGODON 2.5 PLAZA/QUEEN	DECORACION
@2513919	PERILLA ABS 29MM MORADO MAT	TIRADORES/JALADERAS PLASTICOS/ACRILICOS	FERRETERIA
@1830546	TERMA ELECTRICA 80 LITROS	TERMOTANQUES/CALENTADORES ELECTRICOS DE 80A120LTS	BANOS Y COCINAS
@2636026	BORDE ESC SIM 240X2.5 ALUMAT	CUBREJUNTAS METALICO	PISOS
@89613	ADHESIVO SIKADUR 32 5KG	ADHESIVOS	OBRA GRUESA
@2150913	ASPIRADORA WD 1	ASPIRADORAS DE TAMBOR SECO HUMEDO/MULTIUSOS	LINEA BLANCA Y CLIMATIZACION
@1463675	ABRAZADERA P/CABLE 5/16 1UN.	OTROS ACCESORIOS AMARRES	FERRETERIA
@168890	STOVE BOLT METR M4X10 ZBR 4UN	ROSCALATAS	FERRETERIA
@1056212	MALLA HEXAGONAL 3/4-0.90 ML.	MALLA ALAMBRE / ESLABONADA	TABIQUERIA/TECHUMBRE/AISLACION
@1266853	O-HB 3MM CHOLGUAN XM2	TABLEROS DIMENSIONADOS POR M2 OTROS	MADERA Y TABLEROS
@1122576	LAMP.REFLECTORA PAR38 220V/80W	LAMPARAS DE EMERGENCIA	ILUMINACION Y VENTILADORES
@2506807	FRAG PREM CAFE 1KG	FRAGUE/PASTINA/BOQUILLAS/REJUNTE	PISOS
@2394251	COC ELUX CATALINA 24P FUND INX	COCINA / ESTUFAS PISO A GAS 5 PLATOS	LINEA BLANCA Y CLIMATIZACION
@1667017	HIELERA ACRILICO 47X29X44	JARROS ACRIL/MELAM	MENAJE
@2073587	BODEGA ERGO 213X127X195 CM	CASETAS PVC	JARDIN
@117147X	O-TAB MELA CEDRO 18MM X M2 	TABLEROS DIMENSIONADOS POR M2 MELAMINA	MADERA Y TABLEROS
@2485583	KIT INSTALACION MEDIDOR DE LUZ	MEDIDORES Y REMARCADORES/CONTADORES	ELECTRICIDAD
@2419580	JGO OLLAS 7 PZ VERSALLES	BATERIA COCINA ANTIADHERENTE	MENAJE
@2442221	BROCA CYL9MULTICONSTR10X90X150	BROCAS MULTIUSO	HERRAMIENTAS Y MAQUINARIAS
@2641275	JVC ANDROID TV LED 50 4K UHD	TELEVISORES UHD	LINEA BLANCA Y CLIMATIZACION
@2634759	SBL CER MAD 45X45 ACA CAR 2M	MARMOLADOS Y LISOS BRILLANTES/MARMOLEADOS	PISOS
@2530074	PLATO SANTA DOLOMITA MEDIANO	VAJILLAS Y PIEZA SUELTA VAJILLAS	TEMPORADA
@1585355	FRENO BLUMOTION 973A CENTRAL.	BISAGRAS RETEN / PARCHE / CANGREJO CIERRE SUAVE	FERRETERIA
@1675656	LAMP TECHO VIOLET 3L	TECHO NIQUEL	ILUMINACION Y VENTILADORES
@2056526	SBL PROTECTOR PINTAR 0.61X54.9	COVERTORES/LONAS PROTECCION PINTURA	PINTURA Y ACCESORIOS
@2072947	O-MACET GUIRLAN VERD HV-649-P	MACETEROS CERAMICA	JARDIN
@1295683	CANDADO MLOCK HERM 40MM	 CANDADO INTEMPERIE	FERRETERIA
@2540568	ESCRIT FLOT95X42X80.5 CH/BL	ESCRITORIOS MELAMINA	MUEBLES
@1418149	APLIQUE EXT CUBETTO ACERO	APLIQUES	ILUMINACION Y VENTILADORES
@141410	CONG COLDEX CH10 BL 271L	REFRIGERACION COMERCIAL - FREEZERS	LINEA BLANCA Y CLIMATIZACION
@63835	LATEX PATO CREMA 20 LT	LATEX/VINILOS INTERIOR BASICO	PINTURA Y ACCESORIOS
@1679864	ASIENTO REDONDO NSD BONE	ASIENTOS DE PLASTICOS	BANOS Y COCINAS
@71692	ESM VENCENAMEL NOGAL 1GL.	ESMALTE SINTETICO BRILLANTE	PINTURA Y ACCESORIOS
@2661276	SBL ALBUM PANINI OFICIAL	OTROS ACCESORIOS	ACCESORIOS AUTOMOVILES
@2572893	LENTE PERFORMANCE LUNA OSCURA	GAFAS/LENTES/ANTEOJOS	FERRETERIA
@2513420	PERILLA 35MM CUER VJ GA13	TIRADORES/JALADERAS BRONCE	FERRETERIA
@2262436	SILLA ESCRITORIO STYLE NEGR	SILLAS Y SILLONES PC	MUEBLES
@2029X	LAMP ESCRIT PICCOLA E27 AZUL	ESCRITORIO ESCOLAR	ILUMINACION Y VENTILADORES
@2260719	TELEMETRO GLM 15 BOSCH   	MEDICION CON LASER	HERRAMIENTAS Y MAQUINARIAS
@251429X	CONCHA LISA 64MM CUERO 70418	TIRADORES/JALADERAS BRONCE	FERRETERIA
@1729497	TORN. TECHO 10X2.1/2 CAPUC 48U	TORNILLOS TECHO	FERRETERIA
@15704X	NUMERO STD NIQUEL SATINADO 1.	OTROS ACCESORIOS P/PUERTAS	FERRETERIA
@2593653	ALACENA MULTI 1PRTA 120CM BL	MUEBLES ALACENAS Y GABINETES	BANOS Y COCINAS
@2079275	SBL LED BULB 6W LC HOME PLUS	LED DECORATIVAS Y ESPECIALES	ILUMINACION Y VENTILADORES
@170399	AUTOROSCANTE PAN 4X3/8 10UN.	ROSCALATAS	FERRETERIA
@1069683	ZOC VIN PSPK 100X7.62 NEGRO	VINILICOS Y GOMA	PISOS
@2632446	SBL SARTEN COOKER PLUS N20 NJ	SARTEN/FREIDORA/PAILA ALUMINIO	MENAJE
@2539926	CAJA PAPEL 25X25X25CM VINTAGE	CAJAS Y CANASTO DE CARTON	ORGANIZACIÓN
@1723359	SET JARDIN 3 PIEZAS VERDE	SET DE HERRAMIENTAS MANGO CORTO	JARDIN
@2648873	AIRE ACOND. AR12MVFHEWK/AX	AIRES ACONDICIONADOS SPLIT INVERTER	LINEA BLANCA Y CLIMATIZACION
@250054X	MAC VENEZIA TERRACOTA N4	MACETEROS PLASTICOS	JARDIN
@217530	AUTOTRANS MONO 220-110V 3000VA	TRANSFORMADORES DOMICILIARIOS	ELECTRICIDAD
@193435X	PE COS VIS BA 60X90/PIT780/PFPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@2582619	UNION MANGUERA 1/4	FITTINGS / CONEXIONES BRONCE 3/8	PLOMERIA / GASFITERIA
@2486512	ALF OCEAN BEIGE 160X230CM	ALFOMBRAS / TAPETES HEAT SET	DECORACION
@360961	BOMBA KARSON PERIFERICA 0.5HP	PERIFERICAS	PLOMERIA / GASFITERIA
@2080346	CINTA 2.5  6.35X270CM TALLER	CINTAS / LISTONES	TEMPORADA
@2502410	TREN INF FISHER PRICE+PELOTAS	JUEGOS INFLABLES/BOUNCERS	AIRE LIBRE
@1689819	INTERRUPTOR FUTBOL	AUTOADHESIVOS DECORATIVOS	DECORACION
@2369885	CABLE GPT 18 AWG  AZUL X100M	CABLES ESPECIALES	ELECTRICIDAD
@1865943	TEE PVC DESAGÜE 3 SP	FITTINGS/CONEXIONES PVC SANITARIOS	PLOMERIA / GASFITERIA
@2262959	SBL SILLON PU MASAJE	SILLAS Y SILLONES PC	MUEBLES
@2088703	UNION MIXTA 1/2CR	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@1746367	SIERRA CIRCULAR 7.1/4 GKS190	SIERRAS CIRCULAR	HERRAMIENTAS Y MAQUINARIAS
@1999702	DECOR HABITAC 3EST 32CM X 69CM	STICKERS	TEMPORADA
@1702378	ALF PUNZ POLIP SANSON ROJO VRM	CUBREPISO/PUNZONADO	PISOS
@2115948	ALF PICASSO LABERINTO 160X230	ALFOMBRAS / TAPETES HEAT SET	DECORACION
@1020218	TIRAFON 1/4X6 CON CAPUCHON 20U.	AMARRES/GANCHOS TEJAS	FERRETERIA
@154024	BOTA SEGURIDAD DART 40.	ZAPATOS CUERO CON PROTECCION	FERRETERIA
@2639505	PUERTA ALPI ENCHAPADA 85CM	PUERTAS INTERIOR ENCHAPADA/FOLIADA	PUERTAS/VENTANAS/MOLDURAS
@2472120	LAVASECA INOX  WD15F5K5ASG/PE	LAVADORAS SECADORAS - 2 EN 1	LINEA BLANCA Y CLIMATIZACION
@2060051	PLACA PIANO BLANCO NATURAL	PLACAS SOLAS BLANCAS	ELECTRICIDAD
@2424983	DISPENSA PISO VOLKER BD1187 BL	DISPENSADORES DE AGUA	LINEA BLANCA Y CLIMATIZACION
@242990X	SUJETAPAP PVC BLANCO 5MM X1MT	OTROS ACCESORIOS PARA MUEBLES	FERRETERIA
@217603	VALV BOLA PESADA 1/2PULG.	LLAVES JARDIN	PLOMERIA / GASFITERIA
@2116162	PORTACEPILLO PLASTICO TURQUESA	ACCESORIOS DE BANO PLASTICOS	DECORACION
@1301365	KIT PARA 1/2 BANO W/C ECON	REPUESTOS/HERRAJES DE WC	PLOMERIA / GASFITERIA
@266030X	PR JARRO ACRIL CRAQUE TRANSP	JARROS ACRIL/MELAM	MENAJE
@2880342	IO ACEITE R2 CASCANUECE MIX	AMBIENTADORES AEROSOLES REGULARES	ASEO
@2652439	SBL JGO 4P VASOS STEMLESS	VASOS SETS Y DISPLAY	MENAJE
@2583585	CABLE LIGTHNING USB AZUL	ACCESORIOS CELULARES	CASA INTELIGENTE
@1530119	PINTURA EPOXICA BONN -A.	INDUSTRIALES/EPOXICOS/PU	PINTURA Y ACCESORIOS
@416142	AZUFRE X1KG	FERTILIZANTES ARBOLES ARBUSTOS	JARDIN
@2037572	BROCA SDS-PLUS 5X110MM DEWALT	BROCA TIPO SDS PLUS	HERRAMIENTAS Y MAQUINARIAS
@187364	PORTERO/3INTERCO 3PTOS PE-2703	CITOFONOS/PORTEROS	CASA INTELIGENTE
@1834673	SET X4 SEGUROS CON IMAN	ACCESORIOS DE SEGURIDAD INFANTIL	ORGANIZACIÓN
@1033557	FRESA MEDIA CANA 3/8HM.BOSCH.	PUNTA PARA FRESADORA	HERRAMIENTAS Y MAQUINARIAS
@2462826	SBL PARLANTE TROLLEY C/MICROF	PARLANTES/BOCINAS	CASA INTELIGENTE
@2258838	CAMA DE CAMPING DE ALUMINIO	COMPLEMENTOS DE CAMPING	AIRE LIBRE
@1043714	ABRAZ 1 OREJA SEL 3/4  X 25	ABRAZADERAS	PLOMERIA / GASFITERIA
@2612410	PR MACETA METAL COLORES	DECORACION PROGRAMAS ESPECIALES	JARDIN
@1980920	SUPERMAT HIDRORREPE BLANCO 1GL	LATEX/VINILOS INTERIOR PREMIUM	PINTURA Y ACCESORIOS
@155845	LLAVE COMBINADA 12MM ST	LLAVES	HERRAMIENTAS Y MAQUINARIAS
@2092239	COLOMURAL TEXTURA 051 X 5M2	PAPEL BANO Y COCINA	DECORACION
@203753X	PUNTA PH N2 / PL N8.2 X6UND	PUNTAS PARA ATORNILLAR	HERRAMIENTAS Y MAQUINARIAS
@140392	PE LAVAD DOBLE RECTANG 77X45	LAVAPLATOS/PIAS/TARJAS SOBREPONER SIMPLES	BANOS Y COCINAS
@2579375	PE COMBO DENVER INF 162X47X204	CLOSETS /ROPEROS MADERA	MUEBLES
@1191896	APLICADOR DE STRETCHFILM.	COMPLEMENTOS DE EMBALAJE	FERRETERIA
@358630	SOMBRERO VENT DESAGUE 4 NI	FITTINGS/CONEXIONES PVC SANITARIOS	PLOMERIA / GASFITERIA
@379131	BOTA PVC C/PUNTERA ACERO T38	BOTAS DE GOMA CON PROTECCION	FERRETERIA
@2639114	LAMP DE PIE ARCO 1L E27	PIE MODA	ILUMINACION Y VENTILADORES
@134759	SOPORTE ESCUADRA 30 X 35 GRIS	ESCUADRAS Y MENSULAS PARA REPISA	ORGANIZACIÓN
@89621	ADHESIVO SIKADUR 32 KG	ADHESIVOS	OBRA GRUESA
@361828	AMERICAN COLOR BLANCO OSTRA 4L	LATEX/VINILOS INTERIOR PREMIUM	PINTURA Y ACCESORIOS
@2622297	PICK FLOR CAFÉ 32CM GOLD	SPRAYS Y RAMAS	TEMPORADA
@2611333	PAPELERA COSMOS -80 METALIZADA	CONTENEDORES DOMESTICOS APARIENCIA METALIZADA	ASEO
@2487934	BRIQUETAS BRAZA X 2 KGS	COMBUSTIBLES PARA ASADOR	AIRE LIBRE
@1055291	PAPEL ALUM 16M C/S UTHIL	UTENSILIO PARA PREPARAR	MENAJE
@2457423	IO ESCRIT VID FLORES 105X58X76	ESCRITORIOS VIDRIO	MUEBLES
@2257009	BARRA MONTREAL 4L GU10 CB	BARRAS DICROICAS / BIPIN (G9/G4)	ILUMINACION Y VENTILADORES
@2259958	LAMP MESA CERAM QUAD E27 FU CB	MESA CERAMICA	ILUMINACION Y VENTILADORES
@2393735	SETX12 ESTRELLAS PUNTOS NOEL	ADORNOS COLGAR PLASTICO	TEMPORADA
