IdProducto	DescProducto	Conjunto	Familia
@2256991	BARRA MONTREAL 3L GU10 CB	BARRAS DICROICAS / BIPIN (G9/G4)	ILUMINACION Y VENTILADORES
@2657856	IO BOTE EDDY KID 400ML JUNGLE	TERMOS LIQUIDO	MENAJE
@2213877	ARMADO CENTRO ENTRETEN	INST ARMADO MUEBLES RTA	MUEBLES
@175579X	EXPRIMID OSTER FPSTJU4175-051	EXPRIMIDORES DE CITRICOS	LINEA BLANCA Y CLIMATIZACION
@1688456	TOPEX ENCHAPE 1/4 GL	ADHESIVO CONTACTO/ NEOPRENO PROFESIONAL	PINTURA Y ACCESORIOS
@1313711	SOP.VIDRIO VISAN 25X50 AC 201	SOPORTE DE REPISAS Y COMPLEMENTOS	FERRETERIA
@413704	BROCA PLANA P/MADERA 1 BOSCH	BROCA TIPO PALETA	HERRAMIENTAS Y MAQUINARIAS
@2680874	SBL CE SL ALM MARR42X42 1.76	MARMOLADOS Y LISOS BRILLANTES/MARMOLEADOS	PISOS
@2432056	COC EMP INDUC IRS943 90CM4H	ANAFES/ENCIMERAS-CUBIERTAS/PARRILLAS GAS CRISTAL	LINEA BLANCA Y CLIMATIZACION
@1983989	CER SL 19X59 TABLON MAGIC 1.34	MARMOLADOS Y LISOS BRILLANTES/MARMOLEADOS	PISOS
@1067079	GARRUCHA MOVIL GRIS 5-150KG	RUEDAS	FERRETERIA
@123099	TIR ZAM GEO CROM 128MM	 TIRADORES/JALADERAS  PLATEADOS	FERRETERIA
@2119773	MACETA DURA FASHION N 12	MACETEROS PLASTICOS	JARDIN
@2059215	SET X2 SECADORES BLACK & WHITE	PANOS DE COCINA	MENAJE
@1970119	MEZ 4 BANO ACR DACQUA SAMIRA	MEZCLADORA LAVATORIO/LAVABO 4 PULGADA	BANOS Y COCINAS
@2526301	CORTINA FUCSIA BURDEOS CB	CORTINA DE VELO HOGAR	DECORACION
@2918994	LIS VINIL PARIS 15X15 0.203	LISTELES PARA PIEDRA	PISOS
@1290606	ESCOBA PLASTICA 26 DTES.	RASTRILLOS	JARDIN
@2984X	MDP 12MM 1830X2440 MADERBA	AGLOMERADO DESNUDO GRUESO	MADERA Y TABLEROS
@2518554	INTERRUPTOR UNIPOLAR DOBLE ANT	PLACAS ARMADAS COLOR	ELECTRICIDAD
@244252	BISAG BISA BCE SOLI 3.5X3.5 1U	BISAGRAS COMUNES	FERRETERIA
@2283646	CER SL 1.44 60X60 KIARA CARAMELO	MARMOLADOS Y LISOS BRILLANTES/MARMOLEADOS	PISOS
@2624990	COJIN ESTRELLA ROSA	FRAZ FIBRA NATURALES	DECORACION
@2171244	SPOT TUMMY 1LZ ALM	SPOTS STANDARD (E27/E14)	ILUMINACION Y VENTILADORES
@1073753	CARRO 2P HAM MASTERCART	CAJAS CARRO	HERRAMIENTAS Y MAQUINARIAS
@2293927	REBAJADORA 1/4 710W VELVAR	OTROS TIPOS DE HTAS ELECTRICAS	HERRAMIENTAS Y MAQUINARIAS
@1621769	PULSADOR LIVIANO VER.	INTERRUPTORES VOLANTES	ELECTRICIDAD
@3243575	COLCHONETA ARCOIRIS INFLABLE	FLOTADORES INFLABLES	AIRE LIBRE
@1504886	DESARMADOR PLANO 6X125MM	 ATORNILLADOR PALA/PLANO	HERRAMIENTAS Y MAQUINARIAS
@1965638	PE B/ESQC/P45 90X70GLC158/4CAPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@2704900	PELOTA INFLABLE SPIDERMAN	FLOTADORES INFLABLES	AIRE LIBRE
@2089173	TUBO 1/2 X 1MT. CR	TUBOS PVC HIDRAULICO	PLOMERIA / GASFITERIA
@1239740	CANDADO STD STY 25MM	 CANDADO COMUN	FERRETERIA
@2591979	LUZ GUIA PRINCESA	INFANTILES APLIQUES	ILUMINACION Y VENTILADORES
@1830252	O-CAJA TELA MARRON 24X16X11	CAJAS TELA	ORGANIZACIÓN
@1712977	ALF SHAGGY FEZ 60X90 CREMA	ALFOMBRAS / TAPETES HEAT SET	DECORACION
@2763206	IO SPC RESPALD DEPOR PVC NG/RJ	FUNDAS PARA ASIENTOS	ACCESORIOS AUTOMOVILES
@1705911	O-AMARRACABLE 60.9CM AZ	AMARRACABLES/CINCHOS	ELECTRICIDAD
@1458140	SIERRA COPA METAL 38MM(1-1/2P)	BROCA TIPO COPA	HERRAMIENTAS Y MAQUINARIAS
@2697882	CASA DE JUEGOS	CENTRO DE JUEGOS Y CASAS DE M	AIRE LIBRE
@2639076	LAMP COLG TRENTO 6L G9	COLGANTES DORADAS / BRONCE	ILUMINACION Y VENTILADORES
@2366797	DISPENSADOR LIQUIDOS G&G 5.7LT	TERMOS LIQUIDO	MENAJE
@2393840	REGALO RETRO PINT SANTA 8CM HN	ADORNOS COLGAR PLASTICO	TEMPORADA
@2042584	LIS KANTU BRASILIA 45/44X7.5	LISTELOS BANOS	PISOS
@2660024	FUNDA SHAM PLAID CB	FUNDAS DE ALMOHADA	DECORACION
@2617293	GUA COCIN ANTIDESLIZANT T. 7.5	GUANTES DOMESTICOS	ASEO
@2573156	TB 3/4 SAP MAT-TIGRE	TUBOS RIGIDOS PVC	ELECTRICIDAD
@2443570	PLATO GENERICO VIDR. 16CM NJ	PLATOS Y BASES	JARDIN
@2531941	FOCO VELA E-14 40W CLARO	INCANDESCENTES DECORATIVAS Y ESPECIALES	ILUMINACION Y VENTILADORES
@2055562	FOCO LED A60 E27 60W-7.7 LC	LED STANDARD (E27/E14)	ILUMINACION Y VENTILADORES
@2064715	LLAVE DE JARDIN RECTA 1/2 H-H	LLAVES JARDIN	PLOMERIA / GASFITERIA
@2953854	SBL ASPIRADORA 12V AV1250LA	ASPIRADORAS	ACCESORIOS AUTOMOVILES
@486361	"CODO ALUMINIO DE 1""  X 1UND"	BARRAS Y SOPORTES CLOSET	FERRETERIA
@2639645	CER GA 46X46 MAD 1.9 WALNUT	MARMOLADOS Y LISOS BRILLANTES/MARMOLEADOS	PISOS
@2268183	ESPEJO DORADO 40X40CM	ESPEJOS DECORATIVOS	DECORACION
@173184X	SILLA MODELO RATAN S/BRAZO	SILLAS Y PISOS	AIRE LIBRE
@183472X	COJINES DE SEGURIDAD EN ESPUMA	ACCESORIOS DE SEGURIDAD INFANTIL	ORGANIZACIÓN
@1691406	FLOTADOR BRAZOS MICKEY-MINNIE	FLOTADORES INFLABLES	AIRE LIBRE
@1863916	ESTRIBOS 3/8 17X22CM-E2A615	FLEJE / ESTRIBO / ANILLOS	FIERRO/HIERRO/ACERO
@376221	NIPLE FIERRO GALV  1PX1P.	FITTINGS/CONEXIONES  GALVANIZADO	PLOMERIA / GASFITERIA
@1310542	PLA PANDO 24.5CM CUADR ACT BL. BOWLS SOPAS	 CEREALES Y POSTRE	MENAJE
@2595958	CERR POMO CANTOL DORM DORADO	CERRADURAS POMO OTROS ACABADOS	FERRETERIA
@2502224	BOTE RAFT X2 HYDRFORC 2.55X1.1 BOTES	 KAYACS Y REMOS	AIRE LIBRE
@1754483	RELE TERMICO MT DE 2.5 - 4 A	OTROS	ELECTRICIDAD
@310123	HERRA. META. PARA RJ-11 Y RJ45	OTRAS HERRAMIENTAS PARA ELECTRICISTAS	ELECTRICIDAD
@2731797	IO CER PORTAVASOS MUNDIAL  4UN	TACOS CERAMICOS	PISOS
@2655551	SECADORA SG 3005	SECADORES DE PELO	LINEA BLANCA Y CLIMATIZACION
@1464590	CANC. CERR. R/MAD 1/4X3.3/4 1U.	OTROS ACCESORIOS AMARRES	FERRETERIA
@205616X	ANTEOJO RIFT	ACCESORIOS DE BUCEO Y NATACIO	AIRE LIBRE
@2597705	COLCHONETA TS FUCSIA	CAMAS Y COLCHONETAS PERROS	JARDIN
@166472	TORN TURBO SCREW 8X1 1/2 12UN.	TORNILLOS SOBERBIOS Y PERNOS UNION	FERRETERIA
@2513684	PERILLA ESTRELLA  ABS RS 689RS	TIRADORES/JALADERAS PLASTICOS/ACRILICOS	FERRETERIA
@2020661	VENTANA PVC JELDWEN 150X120CM	PVC BASICO AMERICANO	PUERTAS/VENTANAS/MOLDURAS
@2378736	COLOMURALSSILKSK34718XM2	PAPEL BANO Y COCINA	DECORACION
@207558X	RUEDA RIZ 6 X 5/8- 1/2 CB	GRATA PARA ESMERIL	HERRAMIENTAS Y MAQUINARIAS
@2616149	LLAVE COMBINADA 23MM	 LLAVES	HERRAMIENTAS Y MAQUINARIAS
@1483382	CASITA MAGIC HOUSE	CENTRO DE JUEGOS Y CASAS DE M	AIRE LIBRE
@376213	NIPLE FIERRO GALV  3/4PX6P.	FITTINGS/CONEXIONES  GALVANIZADO	PLOMERIA / GASFITERIA
@2505347	MAD GERONA NAT 45X45 2.03	MARMOLADOS Y LISOS BRILLANTES/MARMOLEADOS	PISOS
@2016958	KIT AHORRADOR DOBLE DESCARGA	REPUESTOS/HERRAJES DE WC	PLOMERIA / GASFITERIA
@151105X	BOLSAS AHORRA ESPACIO 90X130	SPACE BAGS	ORGANIZACIÓN
@486302	SOPORTE ALUM TERMINAL 30MM X2U	BARRAS Y SOPORTES CLOSET	FERRETERIA
@2602962	MONOMANDO COCINA VERTI ALMAGRO	MONOMANDO LAVAPLATOS/TARJA MUEBLE	BANOS Y COCINAS
@2056607	POTE 250CC COLORES	VIDRIO	MENAJE
@1544470	LAVATORIO CANCUN BONE.	LAVAMANOS PARA 3 AGUJEROS	BANOS Y COCINAS
@1253441	PARL PIONER 3VIAS/16CM/300W	PARLANTES/BOCINAS	ACCESORIOS AUTOMOVILES
@264830X	SBL FRAPREM PLA VER 1KG PRO20	FRAGUE/PASTINA/BOQUILLAS/REJUNTE	PISOS
@1894609	SET 12 GANCHOS COL 3COLORES	GANCHOS DE BANO	DECORACION
@476994	CUBETAS HOME COLLECTION X2.	CUBETERAS / CHAROLA DE HIELOS	MENAJE
@1238949	CUCHARA MOD 12 FACUSA X3.	CUBIERTOS ACERO INOX GRANEL	MENAJE
@2266202	ONE PIE INT CABO BL C/AS AV	ONE PIECE/BACIA MONOBLOCO	BANOS Y COCINAS
@2247119	CABLE THHN 12AWG ROJO X50M	POR ROLLO	ELECTRICIDAD
@170372	AUTOPERF P/BROCA 10X1 1/2 10U.	AUTOPERFORANTES	FERRETERIA
@1866079	REDUC PVC DESA 2 X 1 1/2 SP	FITTINGS/CONEXIONES PVC SANITARIOS	PLOMERIA / GASFITERIA
@13013	DESARMADOR PLANO 6X100MM RED	ATORNILLADOR PALA/PLANO	HERRAMIENTAS Y MAQUINARIAS
@2455587	MULTIPROPOSITO INAL 20V	OTRAS HERRAMIENTAS INALAMBRICAS	HERRAMIENTAS Y MAQUINARIAS
@1686798	LIS KANTU PERLATO	NUMEROS CERAMICOS	PISOS
@2209969	SECADOR CON TRAMPA	HERRAMIENTAS Y ACCESORIOS	PLOMERIA / GASFITERIA
@1358618	BARNIZ MARINO 1/4 GL	BARNIZ MARINO EXTERIOR	PINTURA Y ACCESORIOS
@2118076	PERFIL 12MM 2.4M RODOPLST ALUM	PLASTICO	PISOS
@1242806	TIR ZAM BOWSTD ACER 128MM	 TIRADORES/JALADERAS  PLATEADOS	FERRETERIA
@2612321	MAQ D/PALOMITAS NOST COCA COLA	POP CORN MAKER - CRISPETERA	LINEA BLANCA Y CLIMATIZACION
@2582899	SERV. TENDALES	INST ASEO	ASEO
@2217929	CAL D/OBRA 20KG	OTRAS CALES	OBRA GRUESA
@2041049	LAMP ESCRIT OSCAR LED NARANJA	ESCRITORIO PROFESIONAL LED INTEGRADO	ILUMINACION Y VENTILADORES
@1628852	PE PTA MELAATIRA 70X40.PUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@1703080	REPISA AJUSTABLE STANDARD CAOB	KIT CLOSET	ORGANIZACIÓN
@2510987	SBL SET DESARMADOR/RATCHET 44P	SETS PROFESIONALES	HERRAMIENTAS Y MAQUINARIAS
@2037521	PUNTA PH N2 2 X6UND	PUNTAS PARA ATORNILLAR	HERRAMIENTAS Y MAQUINARIAS
@1594486	PALM  TWIST MORADO.	VARAS SECAS	JARDIN
@2197057	BIT POZID.MAX GRIP  2X25MM.3U.	PUNTAS PARA ATORNILLAR	HERRAMIENTAS Y MAQUINARIAS
@2757931	LLANTA 185/65R15 ECOPIA EP422	NEUMATICO ARO 15	ACCESORIOS AUTOMOVILES
@2208849	IO JUGUETERO NINA 50X27X65	ESTANTES MADERA INFANTILES	MUEBLES
@1281402	ALCAYATA 3.0 X 25MM 25UN.	OTROS CLAVOS	FERRETERIA
@2590662	LED VINT VELA 40W B35 E14 WW	LED FILAMENTOS	ILUMINACION Y VENTILADORES
@2619547	DISCO SIERRA INGLET 10 80T AL	HOJAS/DISCOS ACOLILLADORAS E INGLETEADORAS	HERRAMIENTAS Y MAQUINARIAS
@2442205	BROCA DIAMANTADACERAMICA12MM	 BROCA PARA VIDRIO Y CERAMICA	HERRAMIENTAS Y MAQUINARIAS
@1610465	WINCHA PASACABLE AC 10M	CINTAS/GUIAS PASACABLES	ELECTRICIDAD
@1060139	NUMERO NIQUEL SATINADO 0.	OTROS ACCESORIOS P/PUERTAS	FERRETERIA
@2462788	CCHR RZ MED Y GRND 3KG	COMIDA SECA CACHORROS	JARDIN
@2156423	HERRAMIENTA P/PINTOR 14 EN 1	OTROS ACCESORIOS	PINTURA Y ACCESORIOS
@1728806	SET TAR 6MM C/AUTOR 8X1 25U	ROSCALATAS	FERRETERIA
@1970690	OXIGENO ACTIVO 1 KG AQUAPOOL	QUIMICOS GRANULADOS	AIRE LIBRE
@2546140	PR COJIN TRAZ DOBLE LINEA30X50	COJINES RELLENO SINTETICO	DECORACION
@2612372	TUBO D/ABAST 1/2X7/8X40CM ALM	FLEXIBLES/MANGUERAS PARA AGUA	PLOMERIA / GASFITERIA
@1734962	INTERRUPTOR DOBLE ST MAR	PLACAS ARMADAS BLANCAS	ELECTRICIDAD
@2580438	BANCO  PLEGABLE VTGE LATA	BUTACOS /BANCOS PLEGABLES	MUEBLES
@2035901	SB CONTEN VIDRIO C/TAPA METAL	VIDRIO	MENAJE
@2210223	LIST. KANTU OLMO 3.9 X 45	LISTELOS BANOS	PISOS
@2469855	IO MUG AVENGERSI16-VC-AV05	MENAJE INFANTIL	MENAJE
@1847007	TACO QUIMICO X 280 ML	ADHESIVOS EPOXICOS	PINTURA Y ACCESORIOS
@1509527	TERMA ELECTRICA BOSCH 50L	TERMOTANQUES/CALENTADORES ELECTRICOS DE 50 A 80LTS	BANOS Y COCINAS
@123919	SOPORTE ANGULAR DOBL 4U BLANCO.	OTROS ACCESORIOS PARA MUEBLES	FERRETERIA
@1095447	LENTE 3M VIRTUA PLUS CLARO.	GAFAS/LENTES/ANTEOJOS	FERRETERIA
@1422367	TAPPERS GOOD&GOOD RECT. 1.1 ML.	CONSERVADORES GRANEL	MENAJE
@2075172	TERMA 10LTS SOLEGLP ULTRAMA	CALEFON/CALENTADOR A GAS 10 Y 11 LTS/TIRO NATURAL	BANOS Y COCINAS
@188610X	EQUIPO ENTEL PLAN PREPAGO 67	ACTIVACION	CASA INTELIGENTE
@2483602	CONGEL.EFCC32 318LTS DUAL	REFRIGERACION COMERCIAL - FREEZERS	LINEA BLANCA Y CLIMATIZACION
@2870592	MAQUINA DE COSER XS6060	PROMOCIONES LINEA BLANCA	LINEA BLANCA Y CLIMATIZACION
@263211X	PELOTA DE VOLEY PERUANA	OTROS DEPORTES	AIRE LIBRE
@71811	OLEOMATE VENCEDOR BLANCO 1GL	OLEOS OPACOS	PINTURA Y ACCESORIOS
@1170090	CERRA SOBRE BLINDA CANTOL 990	CERRADURAS DE SOBREPONER	FERRETERIA
@2611430	CJA HEAVY DUTY145L RUED STRATA	CAJAS MULTIUSO	ORGANIZACIÓN
@2004267	AMBIENT AUTO U R PARAI GLADE	AMBIENTADORES AEROSOLES CON SENSOR O DIMM AERO	ASEO
@121117X	MANIJA CABLE SISTEMA ELECTRICO	PORTONES ELECTRICOS/MOTORES DE GARAJE	FERRETERIA
@2207877	SPOT LED PLAN 8W LZ CALID	DOWNLIGHTS EMBUTIDOS LED INTEGRADO	ILUMINACION Y VENTILADORES
@1687190	LAMP DE MESA DE IMPR COLOR AC	MESA NIQUEL	ILUMINACION Y VENTILADORES
@1957953	PE BA FR 2P80X70X58GLC158/4CAPUERTAS	 FRENTES DE CAJON/ CAJONES	BANOS Y COCINAS
@414700	HOJA DE SIERRA 12 18D X 2UND	CORTAR REPUESTOS Y ACCESORIOS	HERRAMIENTAS Y MAQUINARIAS
@2630702	CONVECT 1500W HD10PT RECCO BL	CONVECTORES ELECTRICOS	LINEA BLANCA Y CLIMATIZACION
@157139	NUMERO STD BRONCE BRILLANTE 0.	OTROS ACCESORIOS P/PUERTAS	FERRETERIA
@245467X	PRETZEL INFLABLE	FLOTADORES INFLABLES	AIRE LIBRE
@2366576	MO 30X30 CM GRIS	VIDRIO	PISOS
@242004X	EQUIPO POSTPAGO 5 SOLES	ACTIVACION	CASA INTELIGENTE
@132349	CANASTILLA RECTANGULAR N:1	CAJAS Y CANASTOS PLASTICO RIGIDO	ORGANIZACIÓN
@1172X	REGLA ACERO INOX 30CM REDLINE	MEDICION DE LONGITUD	HERRAMIENTAS Y MAQUINARIAS
@2724006	TARRAXA RAPIDA MEIKON 1/2	HERRAMIENTAS Y ACCESORIOS	PLOMERIA / GASFITERIA
@244447X	CER SL45X45 MADEIRA CEREZO2.08	MARMOLADOS Y LISOS BRILLANTES/MARMOLEADOS	PISOS
@2418150	PLATO CUA AMAR BOTONES 20X20CM	VAJILLA CERAMICA GRANEL	MENAJE
@2083876	EXTR DOM 21CM 162M3/H V LIN	EXTRACTORES DE PARED	BANOS Y COCINAS
@2092174	IO REPISA VIDRIO 20X60 AZUL	REPISAS INFANTILES	ORGANIZACIÓN
@2034085	IO LISTA DE COMPRAS MAG 20X30	PIZARRAS DECORATIVAS	DECORACION
@225767X	SILLA FORTE OLIMPIA AZUL	SILLAS Y PISOS	AIRE LIBRE
@1049437	BISAG CANGR 35MM CENTRAL X 2U.	BISAGRAS RETEN / PARCHE / CANGREJO 35MM	 FERRETERIA
@2657996	CORTINA CREMA 140X225 OSLO	CORTINA TELA HOGAR	DECORACION
@2139243	AIRE ACOND VENTAN 12	AIRES ACONDICIONADOS DE VENTANA	LINEA BLANCA Y CLIMATIZACION
@200013X	MESA PERSONAL 45X66CM PP	MESAS	AIRE LIBRE
@2048612	PERSIANA MAD CHOCOLATE 80X165	PERSIANAS HORIZONTALES PVC	DECORACION
@1831003	MEZCLADORA LAVATORI 4 BILBAO	MEZCLADORA LAVATORIO/LAVABO 4 PULGADA	BANOS Y COCINAS
@2625075	MANTA SHAG/POLAR BLANCO	FRAZ FIBRA NATURALES	DECORACION
@1843850	CABLE ACERO PVC 6X7 3/16-1/4	CABLES Y PIOLAS DE ACERO	FERRETERIA
@102731X	COJIN PARA VIAJES 48 X 30 CM	COLCHONETAS/SOBREPISOS Y ALMOHADAS	AIRE LIBRE
@1836668	PE CEMENTO QUISQUEYA  TVPM UZC	CEMENTO GRIS	OBRA GRUESA
@1845373	FAJA CARGA 2000KG 3MT 60MM	 OTROS AMARRES	FERRETERIA
@1676059	SET DE PUNZONES Y CINCELES	OTRAS HTAS CONSTRUCCION	HERRAMIENTAS Y MAQUINARIAS
@1280767	O-TAB MDF 9MM X M2	TABLEROS DIMENSIONADOS POR M2 OTROS	MADERA Y TABLEROS
@2088134	REDUCCION 4 X 3 DESAGUE	FITTINGS/CONEXIONES PVC SANITARIOS	PLOMERIA / GASFITERIA
@2584476	CAJA N70 C/RUEDAS FUCSIA 62L	CAJAS DESDE 50 LITROS	ORGANIZACIÓN
@2185350	CAJA ORG PORTAT	ORGANIZADOR	HERRAMIENTAS Y MAQUINARIAS
@2022656	"VENT GERARDO 6 ASP 30"" NIQ 1L."	VENTILADORES DECORATIVOS CON LUZ	ILUMINACION Y VENTILADORES
@191124	WALL SOCKET EPEM.	PORTALAMPARA SOQUETE	ELECTRICIDAD
@171018	AUT HEX S/ARAND 10X3/4 ZBR 5UN.	ROSCALATAS	FERRETERIA
@2459760	ASTO ACOLCHADO PAW PATROL	ASIENTO DE NINOS	BANOS Y COCINAS
@1727117	LATEX FAST SABILA 1GL	LATEX/VINILOS INTERIOR BASICO	PINTURA Y ACCESORIOS
@1753029	VARA DECKS Y CERCOS NATURAL GL	VITRIFICANTES EXTERIOR	PINTURA Y ACCESORIOS
@1836013	CER SL 60X60 MA 1.44 BUD ARENA CERAMICA EXTERIOR	 RUSTICO Y RUSTICO DECORADO	PISOS
@1244647	CABEZAL DE ASPIRADO DE LUJO	LIMPIADORES DE FONDO Y ACCESORIOS	AIRE LIBRE
@1042378	ESPONJA PROFESIONAL TORREWS	HERRAMIENTAS COMPLEMENTOS	PISOS
@2140489	PISO 45X45 2.03 PERLADO NEGRO CERAMICA EXTERIOR	 RUSTICO Y RUSTICO DECORADO	PISOS
@134236	SOPORTE REPISA SF-20-25 BLANCO PILARES	 RIELES Y SOPORTES	ORGANIZACIÓN
@508004	BROCA SDS-PLUS 12X260MM DEWALT	BROCA TIPO SDS PLUS	HERRAMIENTAS Y MAQUINARIAS
@484776	"NIPLE PVC 1"" X 1 1/2"""	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@2059894	INTERRUPTOR SIMPLE GR MINIMAL	PLACAS ARMADAS COLOR	ELECTRICIDAD
@308722	UNIVERSAL 3/4PULG CPVC.	FITTINGS/CONEXIONES CPVC	PLOMERIA / GASFITERIA
@2635054	CARGADOR USB + TOMA UNIV BL	PLACAS ARMADAS BLANCAS	ELECTRICIDAD
@2508516	REPISA FLOT 60X25X3.8 BLANCO	MONTADOS AL AIRE	ORGANIZACIÓN
@261068X	PORTA PAPEL CATANIA	ACCESORIOS CROMADOS PORTAROLLO	BANOS Y COCINAS
@2596342	RCRACK MULTI CACH T/RAZAS 500G	SNACKS Y COMIDA HUMEDA PERROS	JARDIN
@2468131	SIERRA COPA BIMETALICO 25MM I	BROCA TIPO COPA	HERRAMIENTAS Y MAQUINARIAS
@2669773	CALCETIN DE COLGAR SANTA	BOTAS Y MEDIAS	TEMPORADA
@100854	ABRELATAS M/MADERA	DESTAPADORES/ DESCORCHADORES	MENAJE
@2659999	EDREDON 1.5 PLZ PLAID CB	PLUMON/EDREDON ESTAMPADO 132 HILOS	DECORACION
@2489627	SBL COOLER ICECUBE 60QT ROL RJ	NEVERAS/HIELERAS RIGIDAS	AIRE LIBRE
@2286181	ESPONJA S/B CELULOSA X3	ESPONJAS/ ESPONJILLAS/ LANAS	ASEO
@1820885	DOWN LIGHT 20W LF 220V	DOWNLIGHTS EMBUTIDOS LED INTEGRADO	ILUMINACION Y VENTILADORES
@253679X	LAV MABE LMA46100VGBK0 16K SL	LAVADORAS AUTOMATICAS CARGA SUPERIOR	LINEA BLANCA Y CLIMATIZACION
@2434210	AGLAONEMA	OTROS INTERIOR	JARDIN
@1592637	SENAL PS EXTINTOR 15X22.5CM.	SENALES/SENALIZADORES	FERRETERIA
@1482718	MARTILLO PERFORADOR GBH 4-32.	SDS -PLUS	HERRAMIENTAS Y MAQUINARIAS
@2918307	GUIRNALDA 270CM VERDDOR NOEL	ADORNOS COLGAR PLASTICO	TEMPORADA
@13897	BROCA METAL 8.0MM BAUKER	BROCA PARA METAL	HERRAMIENTAS Y MAQUINARIAS
@1290517	PALA RECTA CON MANGO 74CM.	PALAS CUADRADAS	JARDIN
@341541	TIRAFON HEX 1/4X2 1/2 ZIN 100U.	TIRAFONDOS/TORNILLO HEXAGONAL	FERRETERIA
@2519402	O-PLAT VENECIA AM 20	PLATOS Y BASES	JARDIN
@249261X	SBL TALADRO SKIL/23 PIEZAS.	KIT TALADRO 13MM	 HERRAMIENTAS Y MAQUINARIAS
@2092336	COLOMURAL TEXTURA 360-3 X 5M2	PAPEL BANO Y COCINA	DECORACION
@1280864	O-TAB MDF 5.5MM 20X20CM	TABLEROS DIMENSIONADOS POR M2 OTROS	MADERA Y TABLEROS
@227731X	CODO 3/4 X 90 SP PACK X10	FITTINGS/CONEXIONES PVC HIDRAULICO	PLOMERIA / GASFITERIA
@1196618	RES EXT 2/PK7/16X 23/4X .034	OTROS ACCESORIOS PARA MUEBLES	FERRETERIA
@63606	LATEX PATO VERDE NILO 4 LT	LATEX/VINILOS INTERIOR BASICO	PINTURA Y ACCESORIOS
@2671786	PISCINA ARENERA FLOWER	OTROS JUEGOS	AIRE LIBRE
@2603136	TEMPORIZADOR RECTO	GRIFERIA INSTITUCIONAL	BANOS Y COCINAS
@2541491	UNICORNIO JUMBO PASTELES	FLOTADORES INFLABLES	AIRE LIBRE
@2017415	FOCO VINTAGE ROMA 60W	INCANDESCENTES STANDARD (E27/E14)	ILUMINACION Y VENTILADORES
@1896032	VALVULA DE ADMICION UNIVERSAL	REPUESTOS/HERRAJES DE WC	PLOMERIA / GASFITERIA
@1728695	PERNO HEX G2 5/8X3 ZBR 1U	PERNOS HEXAGONALES	FERRETERIA
@2427060	IO PRENSA AJOS	UTENSILIO PARA CORTAR/PELAR	MENAJE
@2618788	PR ADORNO VASIJA MINT 11CM	ACCESORIOS DECORATIVOS	DECORACION
@2522179	VARA ORQUIDEA BL 69CM	FLORES DE SEDA TODO EL ANO	JARDIN
@262849X	DADO STD M1/2 6PT - 14MM	 DADOS / COPAS Y ACCESORIOS	HERRAMIENTAS Y MAQUINARIAS
@2379813	IO CENT ENTRET LIMA 145X186X40	CENTRO ENTRETENIMIENTO MADERA	MUEBLES
@1594591	RAMO BALUKI.	RAMOS DE FLORES	JARDIN
@479284	BUSHING 3/4 - 1/2 BRONCE	FITTINGS / CONEXIONES BRONCE 1/2	PLOMERIA / GASFITERIA
@1291874	PTA SEG NINOS LONA AZUL	ACCESORIOS DE SEGURIDAD INFANTIL	ORGANIZACIÓN
@250281X	VINERO 5B CLASSIC 32.5X14X21	PORTA BOTELLAS	ORGANIZACIÓN
@2470241	BOTELLA SHAKER 600ML KEEP	TERMOS LIQUIDO	MENAJE
@239233X	SET BIOFOOD 40 PZAS	CONSERVADORES SETS	MENAJE
@2256908	BARRA CALGARY 4L G9 CB	BARRAS DICROICAS / BIPIN (G9/G4)	ILUMINACION Y VENTILADORES
@2041499	SIKA MAXTACK INVISIBLE X 290ML	ADHESIVO DE MONTAJE PROFESIONAL	PINTURA Y ACCESORIOS
@529796	SET BROCAS 8 PCS CONCRETO	BROCA EN SETS Y/O KIT	HERRAMIENTAS Y MAQUINARIAS
@2617897	BATIDORA MANUAL	BATIDORAS MANUALES	LINEA BLANCA Y CLIMATIZACION
@2558106	PRISM CON DIF 2X20W SILVER LED	CAMPANAS	ILUMINACION Y VENTILADORES
@2140926	CANDADO STD FOR 60MM	 CANDADO COMUN	FERRETERIA
@2703467	MONOMANDO DE COCINA IN 994	MONOMANDO LAVAPLATOS/TARJA MUEBLE	BANOS Y COCINAS
@2595990	MANG RETRAC 22.5M PREM ACC MET	OTRAS MANGUERAS	JARDIN
@2539683	SET TOALLA MANO-PELO-CHAMPAGNE	TOALLAS EN SET	DECORACION
@2598086	COLLAR MILITAR T-M VERDE	COLLARES Y TRAILLAS PERROS	JARDIN
@2522667	AFILADOR DE CUCHILLOS X UND	CUCHILLOS COCINA/AFILAD GRANEL	MENAJE
@2469162	PE CEM INKA MS ANTISALIT (OB)	CEMENTO GRIS	OBRA GRUESA
@138998X	INTERRUPTOR T/RIEL 2X100A	BIFASICOS/BIPOLAR	ELECTRICIDAD
@491551	TORNILLO GUIA BAUKER	ACCESORIOS PARA TALADRO	HERRAMIENTAS Y MAQUINARIAS
@2619059	PR RELOJ DE ARENA MINT 26CM	ACCESORIOS DECORATIVOS	DECORACION
